COCO_val2014_000000217153#0	一个男人和一个女人穿着军装玩手机。
COCO_train2014_000000330916#0	厨房里门旁边有白色的橱柜和银色的冰箱
COCO_train2014_000000568391#0	山坡上有青草树林和一群绵羊
COCO_train2014_000000348843#0	对着窗户的书桌上有显示屏和笔记本电脑
COCO_val2014_000000184405#0	一个男人站在草地上放风筝
COCO_train2014_000000145834#0	一个男人在满是涂鸦的滑板场上玩滑板
COCO_train2014_000000564451#0	家里的厨房里有很多橱柜和厨具
COCO_train2014_000000311589#0	一个男人站在草地上放风筝
COCO_train2014_000000388830#0	一个穿套装打领带的老人手拿话筒正在讲话
COCO_val2014_000000350167#0	一个男孩正在海滩边跳跃进水
COCO_val2014_000000041603#0	一辆停放在庭院中的越野车拖着一辆放着红色船的拖车
COCO_train2014_000000408660#0	一头黑熊在庭院的桌子上休息
COCO_train2014_000000487112#0	一名男子网球运动员站在蓝色的球场上正准备击球
COCO_train2014_000000513573#0	几根棒球棒靠着铁丝网放着，上方还有一件白色球衣
COCO_val2014_000000506310#0	一间破旧的房间里有一个打开的白色冰箱
COCO_val2014_000000478766#0	白色的盘子里放着西兰花和一些食物
COCO_train2014_000000168506#0	一个穿着白色衣服的男人正在打网球
COCO_train2014_000000147276#0	山坡上有几只绵羊正在吃草
COCO_val2014_000000025216#0	盘子里放着倒着酱料的饼干和西兰花
COCO_train2014_000000287006#0	烤盘上放着一块有奶酪的披萨饼
COCO_train2014_000000183495#0	一个坐在长椅上的女人和两个穿着西装站在公园里的男人
COCO_train2014_000000575997#0	在街道旁的房屋里有一头大象
COCO_train2014_000000022696#0	两个男人坐在餐馆的餐桌上吃饭
COCO_train2014_000000216822#0	五个人站在楼道里一起合影
COCO_train2014_000000543337#0	在棒球场上一个棒球运动员正在挥动球棒
COCO_train2014_000000025847#0	一群人拿着行李在车库里等待车
COCO_val2014_000000085944#0	一群人在一家酒吧里聚会聊天
COCO_train2014_000000483639#0	一个男人在红土网球场上打网球
COCO_train2014_000000522054#0	一个人在滑雪板上做滑雪特技
COCO_val2014_000000436323#0	一个男子屈膝向前，准备投掷飞盘，远处一个成年男子在观看。
COCO_val2014_000000423229#0	一辆旧式火车喷着蒸汽在丛林中行驶。
COCO_train2014_000000239831#0	一架大型喷气式飞机在跑道上准备起飞。
COCO_val2014_000000226744#0	手球手套内装着许多占满泥水的棒球。
COCO_train2014_000000119718#0	草地的纸板箱上陈列着刚从水里打捞出来的剪刀，洋钉等杂物。
COCO_train2014_000000483691#0	一辆火车从高架桥下方穿过。
COCO_val2014_000000574184#0	一只猫眯着眼睛趴在笔记本电脑旁边。
COCO_val2014_000000373662#0	红色的碗中盛着银耳和胡萝卜煮成的汤，旁边的白盘子里放着两块三明治。
COCO_val2014_000000447854#0	一男一女穿着新婚礼服，举起手中的斧头准备，作出准备劈开蛋糕的样子。
COCO_val2014_000000421811#0	狭小的厨房内，放着一张桌子，低矮的灶台上放着一个水壶。
COCO_train2014_000000445829#0	黑色的皮沙发周围摆放着杂物。
COCO_train2014_000000542384#0	墙脚旁边摆放着各种各样的水果和蔬菜。
COCO_val2014_000000028463#0	桌子的两个白色盘子内放着煎鸡蛋和酸牛奶。
COCO_train2014_000000387044#0	超市的展台上放满了棕色的泰迪熊。
COCO_train2014_000000264676#0	公路上停放着一辆红色的托运车。
COCO_val2014_000000099828#0	陶瓷的釉中插着几束盛开的鲜花。
COCO_train2014_000000218096#0	两个中年男人坐在车内喝着瓶装的酒。
COCO_val2014_000000124236#0	厨房内光线昏暗，绿色的桌子摆满了各种炊具。
COCO_train2014_000000356153#0	白色的盘子里放着一个煎鸡蛋奶酪披萨饼。
COCO_train2014_000000190792#0	一个穿着黄色衣服的男孩扒在超市的站台上伸手去拿里面的苹果。
COCO_train2014_000000419391#0	一个长发的女人独自坐在长椅上，膝上放着包。
COCO_train2014_000000412190#0	厨房的洗水槽内放满了各种待洗的碗。
COCO_train2014_000000095032#0	凌乱的卧室床上，一只狗正在睡觉。
COCO_train2014_000000056293#0	一个穿着白色衬衫的男人张开双臂，坐在长椅上仰头休息。
COCO_val2014_000000356528#0	桌子上摆着一个mac笔记本电脑，旁边一个pad正在播放比赛。
COCO_train2014_000000447108#0	一匹白马在站在流水潺潺的小溪旁边，地面青草茵茵。
COCO_train2014_000000246728#0	一辆汽车由远及近而来，街道两旁是各种广告牌。
COCO_train2014_000000524763#0	这是一张飞机掠过苍穹的黑白仰角照片，枯树的枝干蜷曲的伸向天空。
COCO_train2014_000000444036#0	桌子上的盘子里放着一些甜点
COCO_train2014_000000325936#0	一只小狗蹲坐在沙发上，沙发旁边的茶几上放着一台笔记本电脑，和一杯水。
COCO_val2014_000000341113#0	一个女人在大海里用冲浪板冲浪
COCO_val2014_000000234733#0	厕所中央有一个白色的马桶
COCO_val2014_000000029680#0	三头体态优雅的长颈鹿伸长了脖子在吃鲜嫩的枝叶。
COCO_train2014_000000126067#0	一群孩子在山坡上面玩飞盘
COCO_train2014_000000409570#0	屋子里有座钟橱柜和肖像画
COCO_train2014_000000547533#0	一个长发，体格健壮的女子骑着摩托车在行驶。
COCO_val2014_000000417193#0	湖水里漂浮着一个红色的圆盘
COCO_val2014_000000470832#0	球场上一个棒球运动员正准备击球
COCO_train2014_000000046212#0	一列黄色的火车在铁轨上行驶
COCO_val2014_000000210002#0	这是一张手端着白色盘子，盘子里放着三明治的特写照片。
COCO_train2014_000000523007#0	网球比赛运动场上穿着蓝衣服的运动员和对手握手
COCO_train2014_000000000790#0	一群人围坐在有一个生日蛋糕的桌子旁
COCO_val2014_000000373988#0	雪山上沾满了人，山坡下是灯火通明的旅店。
COCO_train2014_000000280122#0	四个人围绕在电脑桌前讨论。
COCO_train2014_000000284831#0	一个赤裸着上半身的男子脚踩着冲浪板在海上冲浪。
COCO_train2014_000000069136#0	这是一个城市街道标志的特写。
COCO_train2014_000000084758#0	一个男孩睡在铺着白色床单的婴儿床上。
COCO_val2014_000000480416#0	两位成年女性和两个小孩坐在街道旁的长椅上
COCO_val2014_000000181714#0	一个女孩撑着一把粉色雨伞的漫画形象
COCO_val2014_000000419544#0	一辆公交车停在马路的站台旁。
COCO_train2014_000000433389#0	桌子上放着一个插着鲜花的玻璃花瓶
COCO_val2014_000000093258#0	一名女子拿着手中的水果刀在切水果，旁边的男孩正在吃食物。
COCO_train2014_000000350940#0	新郎和新娘站在桌上的婚礼蛋糕旁
COCO_val2014_000000497330#0	一个穿着白色运动装的女子倚靠在椅子上，手里的棒球拍打在脑袋上。
COCO_train2014_000000102432#0	一位男子正在海滩上玩飞盘
COCO_val2014_000000032124#0	有一位女性坐在街边旁边放着一个黑色背包
COCO_train2014_000000488689#0	一个长发的女子手中投掷出飞盘，一只狗跳跃起来接住了飞盘。
COCO_train2014_000000293174#0	卫生间内放着一个绿色的陶瓷马桶。
COCO_train2014_000000114945#0	一个戴着白色帽子的女网球运动员正在打网球。
COCO_val2014_000000390368#0	街道上停放着车辆，一个醒目的标志牌写着no pedding。
COCO_val2014_000000005694#0	一只白色的鹦鹉昂着头的特写。
COCO_val2014_000000505862#0	一个女子戴着黑色的墨镜，拿着手中的刀叉在吃披萨饼。
COCO_val2014_000000138653#0	锡纸上放着纸杯蛋糕，蛋糕上插着骏马道具。
COCO_train2014_000000534060#0	卧室中木制的橱柜正在进行装修和改造。
COCO_val2014_000000199403#0	一个女孩穿着红色的礼服和黑色的西服外套。
COCO_train2014_000000577738#0	卧室的小木床上铺着格子图案的床单。
COCO_train2014_000000350755#0	森林里的雪地上有许多人在滑雪
COCO_val2014_000000308677#0	一个男人骑着自行车穿过森林
COCO_val2014_000000280083#0	一个小女孩坐在桌子上吃一盘食物
COCO_train2014_000000186799#0	水上的船上摆满了各种各样的水果
COCO_val2014_000000174771#0	一辆白色的汽车停放在街道上。
COCO_train2014_000000160628#0	两个人抱着冲浪板走在海滩上。
COCO_val2014_000000030534#0	一个人踩着滑雪板从高处俯冲下来。
COCO_train2014_000000549729#0	风格简约的客厅里放着灰色的沙发
COCO_train2014_000000410084#0	一个男子打着领结一只手搭在额角。
COCO_train2014_000000289852#0	白色的盘子内残留着巧克力和奶油，边缘搭着三把叉子。
COCO_val2014_000000009171#0	一个人戴着头盔，穿着红色的外套，在雪山上滑雪。
COCO_val2014_000000124636#0	一头奶牛伫立着远方，旁边睡着一只牛犊。
COCO_train2014_000000161062#0	天空云层浓厚，下面停靠着一架飞机。
COCO_val2014_000000365945#0	卧室的床上放着两个碎花的枕头，床单上绣着鲜艳的刺绣。
COCO_val2014_000000018781#0	白色的盘子内放着两根黄瓜，黄色的馒头夹着土豆丝和一个热狗。
COCO_train2014_000000218802#0	一个人戴着帽子，沿着滑板场的边缘进行极限滑板。
COCO_train2014_000000059281#0	雨天的街道上挤满了打着雨伞的人群
COCO_train2014_000000045593#0	打着雨伞的行人在街道口等待面包车驶过
COCO_train2014_000000148375#0	街道旁的房屋前有汽车草坪和树
COCO_train2014_000000524724#0	一个杂物间的门和窗户是绿色的
COCO_train2014_000000288014#0	一个人正踩着滑板在公路上玩滑板
COCO_val2014_000000340329#0	几个人坐在游览用的火车头上
COCO_train2014_000000383012#0	一块铺满奶油水果烤肉的蛋糕
COCO_train2014_000000337509#0	农场里的两只白色的绵羊站在一起
COCO_train2014_000000059476#0	正要将锡纸包裹的烤鸡送入壁炉中
COCO_train2014_000000570574#0	港口旁的长椅旁有一辆自行车
COCO_val2014_000000092519#0	圆桌上摆满了各种食物和餐具
COCO_train2014_000000402387#0	一个男人正在海边拿着冲浪板
COCO_train2014_000000204407#0	客厅里有沙发空调电视和窗户
COCO_train2014_000000548168#0	停放着许多有木制车门的古董汽车
COCO_val2014_000000575815#0	案板上放着一个香肠比萨饼
COCO_train2014_000000338383#0	五架红色的喷气式飞机在做飞行表演
COCO_train2014_000000047992#0	一张戴帽子的男孩坐在船里的照片
COCO_train2014_000000349695#0	家里的厨房中有洗手池和橱柜
COCO_train2014_000000284527#0	一只斑猫卧在窗户旁边看镜头的照片
COCO_val2014_000000077486#0	厕所里有淋浴、水槽、马桶和镜子
COCO_train2014_000000308606#0	篮子里摆放着黄色香蕉和绿色蔬菜
COCO_val2014_000000219558#0	一个女人在城市的街道上边行走边打电话
COCO_train2014_000000572756#0	女孩在卧室的床上用吹风机吹头发
COCO_train2014_000000011223#0	翻拍屏幕中雪和冰的节目的照片
COCO_train2014_000000233399#0	一个冲浪者在海洋里用冲浪板冲浪
COCO_val2014_000000556751#0	一个穿着红色连衣裙的小女孩
COCO_train2014_000000368840#0	一个女孩走过倒在草坪上的信号灯
COCO_train2014_000000517522#0	一个男人在网球场上打网球比赛
COCO_train2014_000000152633#0	一群小孩在俱乐部里踢足球
COCO_train2014_000000131967#0	山脚下的湖水中有一条小船
COCO_val2014_000000103855#0	一对老年夫妇坐在长椅上的街头摄影
COCO_train2014_000000327802#0	一张人行道台阶上标识的黑白照片
COCO_train2014_000000156963#0	在雪中的街道上行驶的汽车和红色双层公共汽车
COCO_train2014_000000055447#0	一个老人拽着一只绵羊的脖子
COCO_train2014_000000355571#0	两个人扶着马背上坐着的赛马骑士
COCO_val2014_000000165547#0	窗户旁的桌子上有一个插着黄色向日葵的花瓶
COCO_train2014_000000363302#0	一辆火车从站台旁边的轨道驶过
COCO_train2014_000000228163#0	一间干净整洁的厕所里有一个马桶
COCO_train2014_000000443880#0	厨房里有一个烤箱和一个微波炉
COCO_train2014_000000254101#0	建筑的门前堆积着各种各样的杂物
COCO_train2014_000000229541#0	一个台子上有一个装满鲜花的花瓶和几个盆栽
COCO_train2014_000000370945#0	一群人在教堂前的道路上散步
COCO_train2014_000000565594#0	一个金发女孩双手各拿着一个手机
COCO_train2014_000000238675#0	一个女人拉着一个绳子在海上冲浪
COCO_train2014_000000474760#0	一个干净的浴室里有一个马桶和淋浴室
COCO_train2014_000000241025#0	一条河边有一个古老的建筑物
COCO_train2014_000000115028#0	一个穿着黑色衣服的男人在海里抱着一个冲浪板
COCO_train2014_000000039913#0	一条黑色的狗躺在马桶旁边
COCO_train2014_000000094011#0	一个建筑物上面有一个标识牌和一个钟
COCO_val2014_000000256903#0	一群人在滑雪场踩着滑雪板排队滑雪
COCO_train2014_000000132217#0	一个穿着蓝色衣服的女人拖着小雪车在雪地上滑雪
COCO_train2014_000000306037#0	公园里一个木制的长椅上放着一个披萨饼
COCO_val2014_000000385428#0	土路上听着一辆蓝色的摩托车，车筐里有许多菜
COCO_train2014_000000506073#0	客厅里一个男孩坐在沙发上玩电视游戏，一个女人坐在高凳子上看屏幕
COCO_train2014_000000161234#0	一个少年摩托车比赛即将开始比赛
COCO_train2014_000000083254#0	两个女网球运动员正在网边交谈
COCO_train2014_000000288119#0	一个双层公共汽车停在一个建筑物前
COCO_train2014_000000063325#0	一个男人站在厨房的操作台前，背对着客厅
COCO_train2014_000000023570#0	一个白色的盘子里放着一角披萨饼
COCO_train2014_000000097180#0	红色鲜花、山中小院、山中小溪和街道建筑物四张拼图
COCO_train2014_000000525932#0	一头棕熊在野外的水塘里游泳
COCO_train2014_000000315374#0	窗户边有许多黑色小圆桌，桌上的花瓶里插着红色的鲜花
COCO_train2014_000000566984#0	一个绿色的双层巴士在街道上行驶
COCO_train2014_000000563904#0	一个木架上立着四个叉子，叉着两个香蕉
COCO_val2014_000000417653#0	雪地上有一把红色的大椅子，上面放着一个马的模型
COCO_val2014_000000016546#0	两个人在山林里滑雪，相向而行
COCO_val2014_000000024744#0	建筑物顶端有一个钟塔和一片空地
COCO_val2014_000000419604#0	动物园假山旁的水塘里有两只棕熊在玩耍
COCO_val2014_000000505520#0	湖上有一条小船，船上有两个人
COCO_val2014_000000044361#0	一个干净整洁的浴室里有一个浴缸
COCO_val2014_000000160199#0	砖墙边有一只长颈鹿在行走
COCO_train2014_000000546016#0	一只黑色的小熊趴坐在岩石边
COCO_train2014_000000241962#0	棕色的高墙后面有一座浅色的建筑物
COCO_train2014_000000073669#0	一头棕色的马站在栅栏边的地上
COCO_train2014_000000073016#0	游乐园里旋转木马上有一个木制的大象
COCO_train2014_000000028317#0	雪地上停着一辆汽车，旁边有一个停止标志
COCO_val2014_000000384949#0	河上有一座大桥，河边有一座很高的钟楼
COCO_train2014_000000153530#0	一辆火车停在铁轨上，后面有一座小楼
COCO_train2014_000000444448#0	一个人在街道边摆摊卖杯子，旁边放着一些东西
COCO_val2014_000000172079#0	窗前的桌子上放着一个陶瓷花瓶
COCO_train2014_000000437522#0	街道边的消防栓漏水，旁边有一个骑自行车的人停下来看
COCO_train2014_000000454206#0	停机坪上停着许多架不同公司的大型客机
COCO_train2014_000000015653#0	案板上有许多蔬菜，有胡萝卜、青椒、大蒜、西红柿
COCO_train2014_000000335865#0	客厅的桌子上放着一瓶假花
COCO_train2014_000000195418#0	一个裸着上身的男人在大海上冲浪
COCO_val2014_000000487333#0	一只黑白相间的猫站在棕色的沙发上叼着一根香蕉
COCO_train2014_000000292752#0	海上有好几条船在行驶，岸边停着一条船
COCO_train2014_000000004785#0	田野里有一群长颈鹿在行走
COCO_train2014_000000411778#0	田野里站着两匹长颈鹿，周围有许多树
COCO_train2014_000000126536#0	雪后，公园里的一张在木制地板上的长椅
COCO_train2014_000000073974#0	粉色的指示牌的特写，远处有一条马路和民居
COCO_train2014_000000574218#0	一个男性滑雪运动员在空中做特技
COCO_train2014_000000203775#0	一只动物正趴在草地上吃草
COCO_train2014_000000492692#0	三个男人在房间里站着玩耍
COCO_train2014_000000551042#0	一个戴帽子的男人的黑白照片
COCO_val2014_000000384981#0	一群人正围着桌子坐着吃蛋糕
COCO_val2014_000000293505#0	一群人走在公路上还有一个人在骑摩托车
COCO_train2014_000000573544#0	一只大象在动物园里吃东西
COCO_val2014_000000110972#0	一只熊正走在森林里吃东西
COCO_train2014_000000188973#0	很多只斑马在远处的草地中散步
COCO_val2014_000000343543#0	一个男人手里拿着一个甜甜圈对着镜头微笑
COCO_val2014_000000044627#0	一个男人正在玩滑板的特技
COCO_train2014_000000554524#0	桌子上摆满了各种各样的披萨
COCO_train2014_000000373960#0	许多人在雪山的山坡上滑雪
COCO_train2014_000000411007#0	一个男人手里拿着眼镜和手机看着镜头
COCO_val2014_000000573750#0	一群人手里拿着滑雪板走在雪地上
COCO_val2014_000000335579#0	一个人正躺在一头奶牛旁边
COCO_train2014_000000245425#0	一个男人正在棒球场上准备接球
COCO_train2014_000000002276#0	一个古老的教堂建筑上有一个钟
COCO_val2014_000000338552#0	一些人正在雪山上玩竞技滑雪
COCO_val2014_000000387916#0	一群人穿着滑雪装备在滑雪场滑雪
COCO_train2014_000000438912#0	一只猫正闭着眼睛趴着睡觉
COCO_train2014_000000305573#0	一群人正骑着车走在繁忙的街道上
COCO_train2014_000000470378#0	卧室中有一张床和一把椅子
COCO_train2014_000000341232#0	一个房间里摆放着许多沙发和画
COCO_val2014_000000416330#0	一只猫躺在一个沙发上睡觉
COCO_train2014_000000096881#0	一个女人手里拿着手机走在街道上
COCO_train2014_000000153811#0	一只猫和一只狗趴在沙发上看着远处
COCO_val2014_000000288501#0	许多牛在草坪上站着吃东西
COCO_train2014_000000484302#0	草原上站着许多马正在吃草
COCO_train2014_000000064470#0	一个男人手里拿着遥控器坐在沙发上
COCO_train2014_000000199555#0	一个男人正匆忙走在街道上
COCO_train2014_000000058753#0	一个卧室里放着一张床和一个电视柜
COCO_train2014_000000558104#0	一个戴着帽子穿着西装打着领带的男人
COCO_train2014_000000051200#0	远处的海上驶来了一艘轮船
COCO_train2014_000000184654#0	一辆车正走在树林里铁轨上行驶
COCO_train2014_000000060458#0	一辆红色的双层巴士在街道上行驶
COCO_train2014_000000281745#0	一个男人正在厨房里烹饪食物
COCO_val2014_000000494808#0	桌子上摆放了许多矿泉水瓶和一个水杯
COCO_train2014_000000392404#0	马路两边种植着许多树林和草
COCO_train2014_000000155549#0	一个客厅里摆放了两个许多日常用品
COCO_val2014_000000237723#0	一个浴室的帘子后面有一个白色的浴缸
COCO_train2014_000000156448#0	火车头拉着火车在铁路上行驶
COCO_train2014_000000221505#0	两个男人在公园草地上放老虎风筝
COCO_train2014_000000575199#0	街道旁边有一个停车计时器
COCO_train2014_000000268023#0	市场里有一些房车和一些摊位
COCO_val2014_000000431799#0	一个小孩在草地上放绿色风筝
COCO_train2014_000000324275#0	街道上一只大象顶住公交车的黑白照片
COCO_train2014_000000478802#0	一个穿着紫色衣服的女模特与泰迪熊玩偶的合照
COCO_train2014_000000383884#0	动物园里有几只长颈鹿和羚羊
COCO_val2014_000000306073#0	几个女孩在房子前的街道上打网球
COCO_train2014_000000454477#0	一群人在餐馆里围坐在桌子前聚会
COCO_train2014_000000389280#0	房间里有一个女人和两个小孩坐在桌旁
COCO_train2014_000000103098#0	浴室的洗手池上有一面镜子一个显示器和许多毛巾
COCO_val2014_000000380951#0	锅里烹饪着许多香蕉和焦糖浆
COCO_train2014_000000188287#0	浴室里有毛巾架子和许多毛巾
COCO_train2014_000000265128#0	一张男人用电动牙刷刷牙的自拍照
COCO_val2014_000000424842#0	桌子上有笔记本电脑、书、易拉罐、食物和卫生纸
COCO_val2014_000000272097#0	一个黑色的老式皮革行李箱子
COCO_val2014_000000309872#0	一张卧着的狗的黑白艺术照片
COCO_train2014_000000292887#0	棒球手正在运动场进行棒球比赛
COCO_train2014_000000062395#0	一个后座上放箱子的自行车停放在汽车前面
COCO_val2014_000000267940#0	一艘轮船在水边的港口停泊
COCO_train2014_000000168060#0	桌子上有一个插着白色花的红色花瓶
COCO_train2014_000000548889#0	一张两个女人在厨房的合照
COCO_train2014_000000262201#0	岩石上站立着一只黑色的鸟
COCO_val2014_000000187901#0	一个巨大的白色塔楼上有一个钟
COCO_val2014_000000042387#0	树林中有一个木制的长椅在树下
COCO_train2014_000000052563#0	牧场草地上有一只大绵羊和两只小绵羊
COCO_train2014_000000033874#0	棒球捕手在比赛中准备投球
COCO_train2014_000000387335#0	海岸边有一个人在海里冲浪
COCO_val2014_000000495612#0	建筑前的柱子上有一个有人体图案的标识牌
COCO_train2014_000000032074#0	六个厨师在柜台后的厨房里
COCO_train2014_000000372702#0	厕所里的镜子里一个男人拿着一个相机
COCO_train2014_000000054515#0	一个戴着头盔和手套的人正举着棒球棒
COCO_train2014_000000490385#0	盘子上盛放着一些圆形的面包，旁边有标价牌
COCO_train2014_000000352305#0	一片树林前的草地上有五只长颈鹿
COCO_train2014_000000299920#0	一个男生带着滑板跳跃的一系列动作
COCO_val2014_000000071563#0	书桌上有一个显示屏、一个笔记本电脑和一些杂物，显示屏上显示着游戏界面
COCO_val2014_000000006870#0	一个老式蒸汽火车火车头在轨道上
COCO_train2014_000000571805#0	一个穿着白色衣服戴着白色帽子的男人正挥动着网球拍，前面有一个网球
COCO_train2014_000000355746#0	一个长头发的人靠着墙壁身体近乎倒立着在玩滑板
COCO_train2014_000000303959#0	一个白色盘子里盛放着意大利面和一些蔬菜
COCO_train2014_000000194701#0	窗台上放着一盆盛开地粉色鲜花
COCO_train2014_000000498651#0	一个戴着眼镜，留着络腮胡的男人穿着西装和外套
COCO_val2014_000000046345#0	一只狗卧在围栏前的凳子上
COCO_train2014_000000239461#0	两个男人站在厨房里的烤箱旁边
COCO_train2014_000000491182#0	一棵有涂鸦的树上挂着三个钟表和一个购物车
COCO_train2014_000000239611#0	一辆卡车停在路口的斑马线后
COCO_train2014_000000574217#0	两个男人在会议室里的桌子前站着看投影
COCO_train2014_000000467256#0	一个穿着红色衣服的女人被围栏隔在建筑废墟外
COCO_val2014_000000075948#0	湖水边有一只黑色的熊在喝水
COCO_train2014_000000313694#0	一个穿着纸尿裤的婴儿靠在垫子上玩游戏
COCO_train2014_000000020362#0	地板上有兩個藍白色的瓷器花瓶
COCO_val2014_000000518188#0	房子的磚頭外牆上有一扇白色的窗户
COCO_val2014_000000303177#0	兩只大象在野外的草地上散步
COCO_val2014_000000500062#0	女孩在网球场上挥舞网球拍扣球
COCO_train2014_000000193410#0	一只野生的大象在树林里散步
COCO_train2014_000000188375#0	一個男人在山脈的雪地上玩滑雪板
COCO_train2014_000000119868#0	一個戴着头盔的人在雪地里滑雪
COCO_val2014_000000078176#0	一群人在建筑物的镂空钟表内侧
COCO_val2014_000000364266#0	一辆灰色打皮卡车停在车库外面
COCO_train2014_000000150646#0	墙上挂满各种钟表的商店里店主正在读书
COCO_train2014_000000443653#0	一个穿军装的人靠着一排摩托车
COCO_train2014_000000317103#0	一件有黑色花纹的白色陶瓷瓶艺术品
COCO_val2014_000000192047#0	白色的浴室里有一面镜子和洗手池
COCO_train2014_000000036750#0	浴室里大理石洗手池上有很多化妆品
COCO_train2014_000000114698#0	车厢前有两个红白相间的停车杆
COCO_val2014_000000498196#0	两只长颈鹿站在灌木丛中中进食
COCO_train2014_000000569725#0	一间屋子里摆着沙发桌椅等家具
COCO_val2014_000000079229#0	一个男人在草地上骑马后面跟着一只狗
COCO_val2014_000000011788#0	种着棕榈树的热带地区街道口有一个交通灯
COCO_val2014_000000448113#0	一个男人在摆满食物的桌子上吃寿司
COCO_val2014_000000442942#0	家长陪孩子们坐在公园的小火车上
COCO_train2014_000000327332#0	与城市隔海相望的动物园里有一只长颈鹿
COCO_train2014_000000275604#0	栏杆把人群和一辆黑色的皮卡隔开
COCO_train2014_000000548636#0	公园的长椅上有一只白色的猫
COCO_train2014_000000157215#0	停车场里停放着一排红色的大巴车
COCO_train2014_000000353402#0	冒着黑烟的火车在铁轨上行驶
COCO_val2014_000000560373#0	一个挨着行李箱的男子和一只狗的照片
COCO_val2014_000000434806#0	网球场上一个男人正在打网球
COCO_train2014_000000529055#0	一个人撑着一把伞站在地上
COCO_train2014_000000291355#0	旅馆的客厅里有一张沙发和一台电视
COCO_train2014_000000036222#0	一个人脚踩滑板在海上冲浪
COCO_val2014_000000482917#0	一个人躺在沙发上两脚间趴一条狗一起看电视
COCO_train2014_000000153262#1	一个人脚踩白色冲浪板正在海上冲浪
COCO_train2014_000000224241#1	一个人看三个男孩在滑板场玩滑板
COCO_train2014_000000577964#1	一名女士身穿背心短裤球鞋在网球场打网球
COCO_train2014_000000533843#0	黄色衣服旁边放着一把橙色剪刀
COCO_train2014_000000018466#1	三名性感女性坐在一条椅子上聊天
COCO_train2014_000000109699#0	一个白色卡车旁停着一个轮椅车
COCO_train2014_000000307240#1	一名男性年轻人拿两瓶饮料在草丛中行走
COCO_train2014_000000094527#1	一个蓝色的杯子旁放着一个搅蛋器
COCO_val2014_000000036607#1	两个人手里拿着一个翻盖手机在一起交谈
COCO_train2014_000000300209#1	一辆55路公交车在公路上行驶
COCO_train2014_000000012805#1	一个男人打开冰箱手扶冰箱门发现冰箱门上停了只鸟
COCO_train2014_000000095159#0	一个人在海滩上放一只红色的大风筝
COCO_train2014_000000484639#1	一位穿浅红上衣戴斗笠的女士坐在小船头一手拿船桨一手做胜利手势
COCO_train2014_000000053725#1	几个人在草地上放彩色的拖着出长长尾巴的风筝
COCO_val2014_000000501385#1	长颈鹿父母站在家门口看小长颈鹿在围栏边玩耍
COCO_train2014_000000392643#1	几块面包三明治旁放着一块夹心巧克力
COCO_train2014_000000292519#1	一个围着格子围巾的女人在街道上单手骑着自行车
COCO_train2014_000000060602#1	楼群前的广场上有一座四个方向的钟楼
COCO_val2014_000000546248#1	瓷盘里放着堆满五仁果酱的两条橙子
COCO_train2014_000000300177#1	草坪上有一个红色消防栓，远处树下有人在休闲
COCO_val2014_000000051598#1	洗漱间里有一面镜子和洗手池以及洗漱用品，地上有一个黑色垃圾袋
COCO_train2014_000000344038#1	两头棕色斑点斑马隔着栅栏在吻嘴
COCO_train2014_000000053108#1	屋旁的两个栅栏里停着一高一矮两辆车
COCO_val2014_000000351621#1	蓝天上上有一黑鸟和一个彩色风筝
COCO_val2014_000000423894#1	一个穿着白色短袖黑色短裤的男子网球运动员正在挥拍接球
COCO_train2014_000000315871#1	两头马在铁丝网围栏里的草地上吃草
COCO_train2014_000000266885#1	桌子上摆放着盘子勺子不锈钢保温杯及纸杯和果蔬
COCO_val2014_000000168031#1	两个棕色黑条纹的猫在地毯上玩耍
COCO_train2014_000000050736#1	两条黑色条纹的斑马在草地上行走
COCO_train2014_000000538309#1	两头大象在旷野里散步，远处是水天一色的暗蓝
COCO_train2014_000000151352#1	山上积满白雪，一群人在滑雪
COCO_train2014_000000026958#1	一头棕色斑点的长颈鹿站在动物园的围栏里
COCO_train2014_000000470821#1	桌上摆着两瓶红酒，装上红酒的高脚杯以及点心
COCO_train2014_000000439236#1	一条绿皮火车正通过一座桥，车后是山脉
COCO_train2014_000000235981#1	一头红棕色马挺着肚子站在草地上
COCO_train2014_000000216551#1	两头黑白相间条纹的斑马的黑白照片
COCO_val2014_000000150872#0	一位白发苍苍的老人在沙滩上放风筝
COCO_train2014_000000073029#0	一个绿色的飞机在空中飞行
COCO_train2014_000000351400#0	聚会的桌子上摆着啤酒食物
COCO_train2014_000000216371#0	动物园里两只白熊在池子旁边玩耍
COCO_train2014_000000279990#0	一个长条形的盘子里装了一些甜点
COCO_train2014_000000519429#0	一群人围在一起看着一个老人在切蛋糕的黑白照片
COCO_val2014_000000489159#0	一个白色的盘子里放着两块面包和一小碗土豆泥沙拉
COCO_train2014_000000228857#0	一个黑色的狗把它的爪子放在笔记本键盘上
COCO_train2014_000000514299#0	一排小型螺旋桨飞机停在草地上
COCO_train2014_000000545274#0	两头长颈鹿和一匹斑马站在野外
COCO_val2014_000000279933#0	一列老旧的火车在铁轨上行驶而来
COCO_train2014_000000234000#0	两只斑马并排行走在沙地上
COCO_train2014_000000419904#0	海滩上有成排五颜六色的太阳伞
COCO_val2014_000000444273#0	两只斑马站在路旁草地上的树桩旁边
COCO_train2014_000000082324#0	一卷红色的细绳旁边放着一把剪刀
